,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00
2023-11-01,水,0.0,0.0,7930,4070,2600,0.0,0.0,0.0,2780,17800,27070,8630,28810.0,7930.0,0.0
2023-11-02,木,0.0,0.0,9060,8960,2770,2740.0,0.0,0.0,6740,25610,15880,26730,7780.0,41140.0,0.0
2023-11-03,金,0.0,0.0,16410,34380,9140,4820.0,8900.0,0.0,18930,24790,20160,15510,13060.0,0.0,0.0
2023-11-04,土,850.0,2410.0,20980,26230,36230,0.0,2400.0,6640.0,3350,16160,29050,21730,33220.0,5610.0,0.0
2023-11-05,日,0.0,0.0,14350,25120,19680,5430.0,0.0,40740.0,25710,21220,5300,6950,23240.0,0.0,0.0
2023-11-08,水,0.0,0.0,8180,7910,3500,1650.0,0.0,0.0,8610,13830,20150,19730,17020.0,15730.0,0.0
2023-11-09,木,0.0,990.0,20000,9830,16550,0.0,0.0,0.0,8780,15600,21600,7510,11240.0,1860.0,0.0
2023-11-10,金,0.0,0.0,12500,4090,6610,0.0,0.0,1480.0,9220,7500,4320,42460,12520.0,20420.0,0.0
2023-11-11,土,0.0,0.0,17630,35460,19320,2150.0,4160.0,0.0,14080,4010,11940,40370,13220.0,12510.0,0.0
2023-11-12,日,0.0,0.0,22680,30090,26920,6920.0,0.0,6980.0,9430,21490,17890,2570,0.0,0.0,0.0
2023-11-15,水,0.0,3400.0,33300,14620,2000,0.0,0.0,1580.0,4080,18790,24050,11230,11050.0,0.0,0.0
2023-11-16,木,0.0,0.0,17630,3030,5950,0.0,0.0,0.0,5050,19190,1140,12330,3240.0,4300.0,0.0
2023-11-17,金,0.0,1930.0,4270,23520,19850,0.0,0.0,0.0,3130,12580,15740,26210,16990.0,11030.0,0.0
2023-11-18,土,0.0,0.0,15010,10950,19610,2810.0,7420.0,0.0,16860,13140,14340,14820,28340.0,2130.0,0.0
2023-11-19,日,0.0,0.0,15940,12670,21550,0.0,0.0,1190.0,8990,4370,21040,8920,0.0,0.0,0.0
2023-11-22,水,0.0,2760.0,7890,12640,11580,0.0,0.0,0.0,9260,3730,6970,28550,46550.0,500.0,0.0
2023-11-23,木,0.0,0.0,20950,25030,10480,0.0,1560.0,0.0,15770,5220,31560,26990,0.0,0.0,0.0
2023-11-24,金,0.0,2040.0,8410,4150,12700,5820.0,0.0,0.0,3030,21600,23840,28080,26340.0,1740.0,0.0
2023-11-25,土,0.0,3060.0,15990,7750,8250,0.0,0.0,1140.0,2590,15030,8440,6710,16460.0,32810.0,0.0
2023-11-26,日,0.0,1940.0,23320,8750,27420,0.0,0.0,0.0,10610,25720,18950,5770,30250.0,0.0,0.0
2023-11-29,水,0.0,0.0,31050,9970,10940,2160.0,0.0,0.0,15610,30050,37440,6190,17030.0,13380.0,0.0
2023-11-30,木,0.0,0.0,9270,10490,4550,0.0,0.0,0.0,6450,2960,12450,33180,14730.0,5050.0,0.0
