,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00
2023-06-01,木,0.0,2570.0,15180,16780,3770,0.0,0.0,1530.0,1190.0,9560.0,0,6050,6230.0,4710.0,0.0
2023-06-02,金,0.0,0.0,6810,1750,3670,0.0,6100.0,0.0,14280.0,3620.0,7390,9870,12410.0,3300.0,0.0
2023-06-03,土,0.0,1110.0,5110,15240,5370,0.0,0.0,0.0,6130.0,0.0,32620,24310,8130.0,6840.0,0.0
2023-06-04,日,0.0,0.0,66200,57400,39100,21800.0,67700.0,45200.0,33000.0,39900.0,6900,5600,0.0,2800.0,0.0
2023-06-07,水,0.0,3330.0,11350,4600,3130,0.0,0.0,0.0,4740.0,5080.0,16110,13760,22270.0,1900.0,0.0
2023-06-08,木,0.0,0.0,8880,11860,12900,0.0,0.0,0.0,2880.0,0.0,22780,3810,8200.0,12950.0,0.0
2023-06-09,金,0.0,2660.0,19050,5920,8580,0.0,0.0,0.0,13650.0,18680.0,37910,15510,15650.0,18310.0,0.0
2023-06-10,土,0.0,2440.0,12740,18610,8460,0.0,0.0,0.0,22320.0,8640.0,29940,20190,12730.0,0.0,0.0
2023-06-11,日,0.0,0.0,9760,32580,10590,0.0,0.0,990.0,17600.0,6570.0,23500,25260,5080.0,0.0,0.0
2023-06-14,水,0.0,0.0,7990,19060,5290,0.0,0.0,0.0,8580.0,18920.0,13920,9310,9300.0,5790.0,0.0
2023-06-15,木,0.0,1110.0,5750,7140,8860,0.0,0.0,3550.0,15300.0,5320.0,20720,8820,5900.0,7010.0,0.0
2023-06-16,金,0.0,0.0,22760,15980,2580,0.0,0.0,1750.0,0.0,11060.0,22960,18110,7660.0,46050.0,0.0
2023-06-17,土,0.0,0.0,23120,7170,5590,0.0,4900.0,0.0,8330.0,11130.0,8870,17890,28200.0,10210.0,0.0
2023-06-18,日,0.0,1100.0,13900,26550,5830,5550.0,0.0,0.0,8230.0,3990.0,23920,13390,0.0,0.0,0.0
2023-06-21,水,0.0,0.0,10620,10370,7730,0.0,0.0,0.0,4380.0,10560.0,5190,9490,6470.0,0.0,0.0
2023-06-22,木,0.0,0.0,10910,3130,6340,0.0,0.0,0.0,7590.0,10720.0,14080,11080,4280.0,19600.0,0.0
2023-06-23,金,0.0,0.0,8970,2220,4120,0.0,0.0,0.0,3600.0,15750.0,29070,30030,24100.0,2510.0,0.0
2023-06-24,土,0.0,4150.0,18220,13370,22410,0.0,0.0,0.0,17510.0,19730.0,16110,17510,13660.0,4920.0,0.0
2023-06-25,日,0.0,0.0,31680,14580,5880,0.0,0.0,4190.0,15390.0,19880.0,8390,35090,0.0,0.0,0.0
2023-06-28,水,0.0,1710.0,15660,10300,6600,0.0,0.0,0.0,6450.0,9960.0,15390,9120,18790.0,4100.0,0.0
2023-06-29,木,0.0,0.0,7270,10120,2610,0.0,0.0,1260.0,5980.0,16620.0,27370,17610,14650.0,6420.0,0.0
2023-06-30,金,0.0,0.0,14380,2260,5230,0.0,0.0,0.0,13470.0,10950.0,20570,8260,21920.0,24650.0,0.0
