,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00
2023-10-01,日,0.0,0.0,19540,17560,21220.0,15450.0,0.0,0.0,19830,20030,14850,15640,0.0,0.0,0.0
2023-10-04,水,0.0,0.0,9110,9920,2850.0,0.0,0.0,0.0,1200,48930,6260,14840,20190.0,1900.0,0.0
2023-10-05,木,0.0,930.0,6790,8480,11630.0,0.0,0.0,1170.0,8010,9450,16780,8600,3690.0,2150.0,0.0
2023-10-06,金,0.0,1230.0,14200,14880,17790.0,4790.0,0.0,0.0,2930,34010,28010,35810,38980.0,32800.0,0.0
2023-10-07,土,0.0,1300.0,13100,27240,5770.0,7900.0,2420.0,990.0,11470,45820,11750,9860,7180.0,9760.0,0.0
2023-10-08,日,0.0,2000.0,13240,11150,10400.0,10190.0,0.0,0.0,26020,29650,22230,45320,4040.0,0.0,0.0
2023-10-11,水,0.0,0.0,7040,3500,2700.0,0.0,0.0,0.0,2280,14320,3670,16050,13190.0,1890.0,0.0
2023-10-12,木,0.0,0.0,11080,9040,1550.0,0.0,0.0,2310.0,5130,14800,8820,3750,7190.0,6410.0,0.0
2023-10-13,金,0.0,0.0,5100,13080,5500.0,0.0,2100.0,0.0,6750,14750,17750,25780,39820.0,0.0,0.0
2023-10-14,土,0.0,0.0,13710,26430,18270.0,400.0,0.0,0.0,19940,13130,72740,35360,22510.0,0.0,0.0
2023-10-15,日,0.0,990.0,21640,31640,24310.0,15360.0,0.0,0.0,1480,47950,6930,11550,0.0,0.0,0.0
2023-10-18,水,0.0,0.0,12460,10370,9790.0,0.0,0.0,1210.0,5620,11090,14770,19870,19140.0,13140.0,0.0
2023-10-19,木,0.0,0.0,14330,930,2800.0,0.0,0.0,0.0,990,12210,13020,23370,15170.0,5270.0,0.0
2023-10-20,金,0.0,2800.0,13880,8070,0.0,0.0,0.0,0.0,3470,18530,10100,30970,19550.0,20150.0,0.0
2023-10-21,土,0.0,0.0,12390,28580,7710.0,12540.0,0.0,0.0,24270,26990,18770,18640,17450.0,18810.0,0.0
2023-10-22,日,0.0,2330.0,27300,26090,16840.0,0.0,0.0,0.0,9550,37940,1650,43190,0.0,0.0,0.0
2023-10-25,水,0.0,4880.0,7700,9060,3780.0,0.0,0.0,0.0,16360,13480,15030,30060,9660.0,6070.0,0.0
2023-10-26,木,0.0,0.0,6280,7890,7650.0,0.0,0.0,0.0,6440,14130,12700,16200,10320.0,25870.0,0.0
2023-10-27,金,0.0,930.0,5560,8720,17970.0,0.0,0.0,0.0,6450,17020,23100,44220,36090.0,1000.0,0.0
2023-10-28,土,0.0,0.0,12700,6150,10870.0,8960.0,0.0,1340.0,12040,21120,11630,33260,15470.0,0.0,0.0
2023-10-29,日,0.0,0.0,21990,34060,29200.0,9810.0,400.0,0.0,16860,26850,18610,13640,2660.0,0.0,0.0
