,曜日,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時,00
2024-04-03,水,0.0,2280.0,11510,13080,24680.0,1090.0,0.0,0.0,2340,7850,21360,16800,3850.0,25220.0,0.0
2024-04-04,木,0.0,0.0,18120,7970,15360.0,0.0,0.0,6760.0,3540,9490,72130,14830,12550.0,12830.0,0.0
2024-04-05,金,0.0,0.0,17540,21470,380.0,0.0,2610.0,0.0,8230,114950,34590,34780,41010.0,15620.0,0.0
2024-04-06,土,0.0,2230.0,26920,18420,11550.0,4190.0,1170.0,0.0,21460,28970,27460,17740,9220.0,8880.0,0.0
2024-04-07,日,0.0,0.0,19880,23720,26660.0,23600.0,0.0,11840.0,23930,25610,35930,2190,0.0,0.0,0.0
2024-04-10,水,0.0,2860.0,13710,23880,2870.0,2090.0,3020.0,2590.0,9950,10400,29530,18200,11910.0,3500.0,0.0
2024-04-11,木,0.0,1390.0,15920,19330,13680.0,10700.0,9470.0,0.0,5950,7920,21030,16870,40840.0,1250.0,0.0
2024-04-12,金,0.0,0.0,11680,7120,0.0,0.0,0.0,300.0,1140,26490,39400,14600,10320.0,20170.0,0.0
2024-04-13,土,0.0,0.0,31170,20870,13250.0,11420.0,1170.0,0.0,34810,29920,25810,23690,14560.0,3900.0,0.0
2024-04-14,日,0.0,3280.0,28710,35030,24840.0,4660.0,0.0,0.0,1830,20380,42680,19790,0.0,0.0,0.0
2024-04-17,水,0.0,0.0,17010,13070,5660.0,0.0,0.0,7330.0,5380,11900,39730,41640,27180.0,5920.0,0.0
2024-04-18,木,0.0,1140.0,19310,8640,7220.0,0.0,1170.0,0.0,3250,15860,21230,6030,6490.0,18790.0,0.0
2024-04-19,金,0.0,2260.0,11620,7960,13720.0,1170.0,8440.0,1170.0,4320,11620,19830,25160,27900.0,7830.0,0.0
2024-04-20,土,0.0,3420.0,13820,23410,11470.0,0.0,2520.0,2070.0,4300,16380,34270,34450,19310.0,37180.0,0.0
2024-04-21,日,0.0,0.0,30110,24280,12550.0,6860.0,1770.0,1270.0,5100,7840,24810,9920,0.0,0.0,0.0
2024-04-24,水,0.0,0.0,19500,9000,6460.0,1570.0,1420.0,0.0,7930,21740,28920,14580,42460.0,2100.0,0.0
2024-04-25,木,0.0,0.0,23400,13890,5190.0,0.0,1670.0,0.0,8920,7010,8410,8840,51330.0,20440.0,0.0
2024-04-26,金,0.0,0.0,15630,4900,3010.0,0.0,1170.0,5840.0,8070,26900,35750,7960,25050.0,44860.0,0.0
2024-04-27,土,0.0,0.0,14040,27300,23070.0,0.0,2720.0,5870.0,10730,14590,39500,24750,8840.0,13670.0,0.0
2024-04-28,日,0.0,4950.0,17070,30110,12990.0,13090.0,18110.0,0.0,23100,27110,47790,49080,8230.0,5050.0,0.0
